Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2014-06-19;13,7337;13,7337;13,6806;13,6806;276;3.782
2014-06-16;13,5959;13,5959;13,5959;13,5959;290;3.942
2014-06-02;13,473;13,473;13,473;13,473;148;1.997
2014-05-27;13,2877;13,2877;13,2877;13,2877;113;1.498
2014-05-22;13,1657;13,1657;13,1657;13,1657;161;2.121
2014-05-19;12,9841;12,9841;12,9841;12,9841;191;2.482
2014-04-23;12,9198;12,9198;12,9198;12,9198;116;1.498
2014-04-16;12,7233;12,7233;12,7233;12,7233;116;1.476
2014-04-11;12,484;12,484;12,484;12,484;360;4.491
2014-04-10;12,8286;12,8286;12,8286;12,8286;202;2.590
2014-04-09;12,7615;12,7764;12,7615;12,7764;299;3.814
2014-04-07;12,8463;12,8463;12,8463;12,8463;322;4.139
2014-04-03;13,0651;13,0651;13,0651;13,0651;271;3.536
2014-04-01;12,944;12,944;12,944;12,944;193;2.502
2014-03-24;12,8593;12,8593;12,8593;12,8593;81;1.036
2014-03-17;12,5464;12,5464;12,5464;12,5464;215;2.695
2014-03-14;12,6414;12,6414;12,5622;12,5622;1.396;17.586
2014-03-12;12,7392;12,7392;12,674;12,7299;46;587
2014-03-10;12,7792;12,7792;12,7438;12,7438;1.079;13.772
2014-03-07;12,8137;12,8137;12,8137;12,8137;178;2.284
2014-03-06;12,9347;12,9347;12,9347;12,9347;39;500
2014-03-05;12,9506;12,9506;12,9506;12,9506;387;5.007
2014-03-04;12,9291;12,9291;12,9291;12,9291;161;2.083
2014-03-03;12,6842;12,6842;12,6842;12,6842;101;1.280
2014-02-17;12,7243;12,7243;12,7243;12,7243;157;1.995
2014-02-14;12,6963;12,6963;12,6963;12,6963;107;1.363
2014-02-10;12,4933;12,4933;12,4933;12,4933;537;6.708
2014-02-06;12,3238;12,3238;12,3201;12,3201;650;8.005
2014-02-05;12,2391;12,2391;12,2168;12,2168;144;1.758
2014-02-04;12,2372;12,3145;12,2372;12,3145;601;7.372
2014-02-03;12,4877;12,4877;12,3034;12,3034;519;6.412
2014-01-29;12,4607;12,4607;12,4607;12,4607;27;335
2014-01-27;12,3592;12,39;12,2922;12,39;1.437;17.755
2014-01-24;12,5632;12,5892;12,4458;12,4458;3.316;41.625
2014-01-23;12,7112;12,7112;12,6097;12,6097;3.007;37.981
2014-01-22;12,8565;12,8565;12,8565;12,8565;2.148;27.612
2014-01-20;12,7811;12,8416;12,7811;12,8416;945;12.105
2014-01-17;12,8295;12,8332;12,8295;12,8332;793;10.169
2014-01-16;12,8453;12,8453;12,8453;12,8453;40;510
2013-12-27;12,6237;12,6237;12,6237;12,6237;107;1.356
2013-12-23;12,6079;12,6079;12,6079;12,6079;2.846;35.878
2013-12-20;12,5278;12,539;12,5278;12,539;5.697;71.400
2013-12-13;12,2186;12,2186;12,2186;12,2186;322;3.936
2013-12-09;12,4388;12,4388;12,4388;12,4388;1.080;13.437
2013-12-03;12,4712;12,4712;12,4712;12,4712;540;6.736
2013-11-22;12,5258;12,5258;12,5258;12,5258;432;5.412
2013-11-19;12,5064;12,5064;12,5064;12,5064;113;1.419
2013-11-08;12,2981;12,2981;12,2981;12,2981;1.944;23.913
2013-10-24;11,9723;11,9723;11,9723;11,9723;191;2.289
2013-10-23;11,9454;11,9454;11,9454;11,9454;540;6.452
2013-10-22;11,9908;11,9908;11,9908;11,9908;130;1.554
2013-10-21;12,0084;12,0084;12,0065;12,0065;457;5.486
2013-10-17;11,8547;11,8547;11,8454;11,8454;1.188;14.082
2013-10-15;11,9352;11,9352;11,9352;11,9352;2.809;33.522
2013-10-11;11,7353;11,7353;11,7353;11,7353;130;1.521
2013-10-10;11,6344;11,6344;11,6344;11,6344;162;1.885
2013-10-08;11,6122;11,6122;11,6122;11,6122;540;6.272
2013-10-04;11,677;11,677;11,677;11,677;1.728;20.182
2013-10-03;11,5437;11,5437;11,5437;11,5437;184;2.120
2013-09-30;11,6983;11,6983;11,6983;11,6983;81;948
2013-09-18;11,9602;11,9602;11,9602;11,9602;76;904
2013-09-06;11,8556;11,8556;11,8556;11,8556;410;4.867
2013-08-28;11,4789;11,4789;11,4789;11,4789;756;8.680
2013-08-21;11,5492;11,5733;11,5492;11,5733;972;11.231
2013-08-20;11,5714;11,5714;11,5714;11,5714;259;3.000
2013-08-15;11,7223;11,7223;11,7223;11,7223;216;2.533
2013-08-06;11,9787;11,9787;11,9787;11,9787;124;1.488
2013-07-29;11,9232;11,9232;11,9232;11,9232;259;3.091
2013-07-24;12,0334;12,0334;12,0334;12,0334;324;3.900
2013-06-17;11,5027;11,5027;11,5027;11,5027;163;1.878
2013-06-05;11,5487;11,5487;11,5376;11,5376;969;11.187
2013-06-04;11,6672;11,6672;11,6672;11,6672;327;3.810
2013-05-30;11,8877;11,8877;11,8877;11,8877;435;5.176
2013-05-27;11,9887;11,9887;11,9887;11,9887;1.089;13.050
2013-05-22;12,1265;12,1265;12,1265;12,1265;218;2.640
2013-04-29;11,353;11,353;11,353;11,353;544;6.179
2013-04-26;11,3254;11,3254;11,3254;11,3254;359;4.068
2013-04-22;11,1454;11,1454;11,1454;11,1454;3.592;40.036
2013-04-08;11,1472;11,1472;11,1371;11,1371;1.179;13.138
2013-04-05;11,2382;11,2382;11,0563;11,0563;991;11.112
2013-04-04;11,319;11,319;11,319;11,319;109;1.232
2013-03-25;11,1628;11,229;11,1628;11,229;1.295;14.517
2013-03-18;11,1187;11,1187;11,1187;11,1187;4.852;53.943
2013-03-15;11,1564;11,1564;11,1564;11,1564;544;6.072
2013-03-11;11,1013;11,1013;11,1013;11,1013;120;1.329
2013-03-07;11,0333;11,0333;11,0333;11,0333;905;9.980
2013-03-05;11,0131;11,0131;11,0131;11,0131;825;9.087
2013-03-04;10,8422;10,8422;10,8422;10,8422;327;3.541
2013-02-20;10,6236;10,6236;10,6236;10,6236;38;405
2013-02-18;10,6144;10,6144;10,6144;10,6144;283;3.004
2013-02-12;10,4894;10,4894;10,4894;10,4894;283;2.969
2013-02-01;10,3066;10,3066;10,3066;10,3066;4.852;50.003
2013-01-31;10,2745;10,2745;10,2745;10,2745;120;1.230
2013-01-21;10,3893;10,3902;10,3893;10,3902;223;2.318
2013-01-03;10,3535;10,3535;10,3535;10,3535;109;1.127
2012-12-11;10,2276;10,2276;10,2276;10,2276;25;256
2012-12-06;10,0503;10,0503;10,0503;10,0503;871;8.752
2012-11-23;10,0512;10,0512;10,0512;10,0512;109;1.094
2012-11-20;10,088;10,088;10,088;10,088;109;1.098
2012-11-16;9,86933;9,86933;9,86933;9,86933;435;4.297
2012-11-12;10,1155;10,1155;10,1155;10,1155;381;3.854
2012-11-05;10,2726;10,2726;10,2726;10,2726;327;3.355
2012-11-01;10,1394;10,1394;10,1394;10,1394;544;5.519
2012-10-25;10,1431;10,1431;10,1431;10,1431;395;4.008
2012-10-10;10,3994;10,3994;10,3994;10,3994;430;4.471
2012-09-25;10,5014;10,5014;10,5014;10,5014;109;1.143
2012-09-13;10,381;10,381;10,381;10,381;327;3.390
2012-09-06;10,4215;10,4215;10,4215;10,4215;283;2.949
2012-08-23;10,4086;10,4086;10,4086;10,4086;164;1.711
2012-08-07;10,4371;10,4371;10,4371;10,4371;435;4.544
2012-08-06;10,4738;10,4738;10,4738;10,4738;163;1.710
2012-07-31;10,4949;10,4949;10,4949;10,4949;871;9.139
2012-07-23;10,3627;10,3627;10,3627;10,3627;599;6.204
2012-07-20;10,4325;10,4325;10,4325;10,4325;109;1.136
2012-07-17;10,235;10,235;10,235;10,235;381;3.899
2012-07-10;10,313;10,313;10,313;10,313;544;5.613
2012-07-06;10,3002;10,3002;10,3002;10,3002;218;2.242
2012-07-05;10,3434;10,3434;10,3434;10,3434;109;1.126
2012-07-04;10,1881;10,1881;10,1881;10,1881;294;2.994
2012-07-02;10,0916;10,0916;10,0916;10,0916;218;2.197
2012-06-21;9,97957;9,97957;9,83442;9,83442;599;5.913
2012-06-20;9,98784;9,98784;9,92169;9,92169;816;8.136
2012-06-06;9,7104;9,7104;9,7104;9,7104;218;2.114
2012-06-04;9,49726;9,49726;9,49726;9,49726;544;5.169
2012-05-09;9,68284;9,68284;9,68284;9,68284;315;3.046
2012-04-10;9,68192;9,68192;9,68192;9,68192;109;1.054
2012-04-03;9,83074;9,83074;9,83074;9,83074;5.007;49.225
2012-04-02;9,83809;9,83809;9,83809;9,83809;718;7.068
2012-03-28;9,77378;9,77378;9,77378;9,77378;163;1.596
2012-03-16;9,92077;9,92077;9,92077;9,92077;120;1.188
2012-03-12;9,67549;9,67549;9,67549;9,67549;435;4.213
2012-03-05;9,60107;9,60107;9,60107;9,60107;626;6.009
2012-02-27;9,42193;9,48899;9,42193;9,48899;762;7.201
2012-02-20;9,62863;9,62863;9,62863;9,62863;87;838
2012-02-15;9,60934;9,60934;9,60934;9,60934;27;261
2012-02-07;9,48073;9,48073;9,48073;9,48073;263;2.497
2012-01-26;9,3613;9,3613;9,3613;9,3613;109;1.019
2012-01-23;9,46143;9,46143;9,46143;9,46143;1.306;12.359
2012-01-19;9,39713;9,39713;9,39713;9,39713;218;2.046
2012-01-06;9,31445;9,31445;9,31445;9,31445;327;3.042





